序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
155,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SCF073A87C,聯合登記分發,聯登一般生,電機與電子群資電類,238,台北市市立南港高工,電子科
156,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S74D0900C4,聯合登記分發,聯登一般生,電機與電子群資電類,241,台北縣私立格致高中,電子科
157,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S919B54559,聯合登記分發,聯登一般生,電機與電子群資電類,252,台北縣國立淡水商工,資訊科
158,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S1298EF6AD,聯合登記分發,聯登一般生,電機與電子群資電類,335,桃園縣私立新興高中,資訊科
159,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SB6B2B7F52,聯合登記分發,聯登一般生,電機與電子群資電類,338,桃園縣私立新興高中,資訊科
160,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S844AD9012,聯合登記分發,聯登一般生,電機與電子群資電類,325,桃園縣國立龍潭高級中學,電子科
161,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S98BE21B85,聯合登記分發,聯登一般生,電機與電子群資電類,406,台中市私立光華高工,電子科
162,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SA72EE9424,聯合登記分發,聯登一般生,電機與電子群資電類,528,彰化縣國立二林工商,電子科
163,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S514FEC536,聯合登記分發,聯登一般生,電機與電子群資電類,709,臺南縣國立台南高工,資訊科
164,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,SD58C83931,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄縣私立中山工商,資訊科
165,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,S00B3A8440,聯合登記分發,聯登一般生,電機與電子群資電類,912,屏東縣私立屏榮高級中學,資訊科
166,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SFAB230F40,特殊選才,特選-技職生,不分類別,265,宜蘭縣國立蘇澳海事,水產養殖科
167,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB1E2CA8E6,繁星推甄,繁星生,水產群,961,台東縣國立成功商業水產職業學校,綜合高中部
168,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S8932CD1AD,繁星推甄,繁星生,水產群,953,台東縣國立成功商業水產職業學校,綜合高中部
169,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S16205A807,技優甄審,技優生,水產類,108,金門縣國立金門農工,水產養殖科
170,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S0FF3F3946,甄選入學,甄選一般生,水產群,881,澎湖縣國立澎湖海事高職,水產養殖科
171,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S50C331520,甄選入學,甄選一般生,水產群,734,台南市國立台南海事,水產養殖科
172,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2CF976A00,甄選入學,甄選一般生,水產群,205,基隆市國立基隆海事,水產養殖科
173,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S32E10CFE5,甄選入學,甄選一般生,水產群,200,基隆市國立基隆海事,水產養殖科
174,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF343500D8,甄選入學,甄選一般生,水產群,235,台北縣國立海山高工,鑄造科
175,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB0BA3ECC1,甄選入學,甄選一般生,水產群,238,基隆市國立基隆海事,漁業科
176,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S1649D49E1,甄選入學,甄選一般生,農業群,300,苗栗縣國立苗栗農工,園藝科
177,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S14B05002D,甄選入學,甄選一般生,農業群,251,台北縣國立淡水商工,園藝科
178,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S4C22FBC65,甄選入學,甄選一般生,農業群,238,台北縣國立海山高工,模具科
179,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2FD1F6666,甄選入學,甄選一般生,農業群,326,桃園縣私立育達高中,國際貿易科
180,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9B44D9748,甄選入學,甄選一般生,農業群,324,桃園縣國立龍潭高級中學,園藝科
181,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE5FBD4847,甄選入學,甄選一般生,農業群,407,台中縣私立僑泰高中,應用外語科(英文)
182,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6E936D373,甄選入學,甄選一般生,農業群,330,桃園縣國立龍潭高級中學,園藝科
183,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S437D76384,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
184,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SA1AB83F57,甄選入學,甄選一般生,農業群,324,桃園縣國立龍潭高級中學,畜產保健科
185,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S06FD9C4A8,甄選入學,甄選一般生,農業群,330,桃園縣國立龍潭高級中學,造園科
186,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SBF42984BD,甄選入學,甄選一般生,農業群,508,彰化縣國立員林農工,園藝科
187,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S86C69F9CE,甄選入學,甄選一般生,農業群,406,台中市私立新民高中,資訊科
188,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB96AAEFEB,甄選入學,甄選一般生,農業群,530,彰化縣國立員林農工,畜產保健科
189,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S571513EAC,甄選入學,甄選一般生,農業群,356,苗栗縣國立苗栗農工,畜產保健科
190,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S122682B60,甄選入學,甄選一般生,農業群,709,臺南縣國立北門農工,畜產保健科
191,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SD6F5B4613,甄選入學,甄選一般生,農業群,721,臺南縣國立北門農工,畜產保健科
192,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SADD617943,甄選入學,甄選一般生,農業群,647,雲林縣國立西螺農工,畜產保健科
193,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6253FF343,甄選入學,甄選一般生,農業群,300,苗栗縣國立苗栗農工,森林科
194,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S60923069D,申請入學,一般生,,302,新竹縣六家高級中學,普通科
195,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB80E85DA5,申請入學,一般生,,830,高雄縣國立鳳山高中,普通科
196,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9AEEB6A59,運動績優單招,運動單招生,,900,台南縣國立台南大學附屬高級中學,綜合高中部
197,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2B2D4C0E9,運動績優單招,運動單招生,,327,桃園縣立觀音高級中等學校,普通科
198,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S315791C92,運動績優單招,運動單招生,,366,桃園縣私立光啟高中,普通科
199,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6FF8ED877,聯合登記分發,聯登一般生,農業群,813,高雄市市立新莊高中,普通科
200,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S638B0203F,聯合登記分發,聯登一般生,農業群,241,台北市市立松山工農,綜合高中部
201,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SD3203848D,聯合登記分發,聯登一般生,農業群,242,台北縣國立淡水商工,園藝科
202,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SDE6146287,聯合登記分發,聯登一般生,農業群,253,台北縣國立淡水商工,園藝科
203,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SA74382107,聯合登記分發,聯登一般生,農業群,330,桃園縣國立龍潭高級中學,園藝科
204,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S2253F31A1,聯合登記分發,聯登一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
205,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SD0CAF25E5,聯合登記分發,聯登一般生,農業群,330,桃園縣國立龍潭高級中學,園藝科
206,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S8C86D9508,聯合登記分發,聯登一般生,農業群,300,苗栗縣國立苗栗農工,園藝科
207,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SFA4129A3D,聯合登記分發,聯登一般生,農業群,401,台中市國立台中高工,建築科
208,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S0017B64DA,聯合登記分發,聯登一般生,農業群,427,台中縣縣立新社中學,農場經營科
209,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S8F829A0B1,聯合登記分發,聯登一般生,農業群,510,彰化縣國立員林農工,畜產保健科
210,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S961399799,聯合登記分發,聯登一般生,農業群,830,高雄市市立中正高工,汽車科
211,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S3B7D61F62,聯合登記分發,聯登一般生,農業群,806,高雄市市立海青工商,建築科
212,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S250B7C9C0,聯合登記分發,聯登一般生,農業群,600,高雄縣國立旗山農工,畜產保健科
213,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S11A608545,聯合登記分發,聯登一般生,水產群,103,台北市市立大安高工,
214,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SD1701C983,聯合登記分發,聯登一般生,水產群,302,新竹市國立新竹高工進修學校,機械科
215,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S5C5AF03BE,特殊選才,特選-技職生,不分類別,268,宜蘭縣國立蘇澳海事,商業經營科
216,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S591788141,技優甄審,技優生,商業類,931,屏東縣國立東港海事,航運管理科
217,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD17E80FD5,技優甄審,技優生,商業類,880,澎湖縣國立澎湖海事高職,航運管理科
218,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S61B5DA1C1,技優甄審,技優生,商業類,333,桃園縣私立啟英高中,應用外語科(英文)
219,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S4A7068204,甄選入學,甄選一般生,商管群,557,南投縣國立竹山高中,商業經營科
220,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3C7A782A0,甄選入學,甄選一般生,商管群,408,台中市私立嶺東高中,商業經營科
221,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S699357987,甄選入學,甄選一般生,商管群,408,台中市私立嶺東高中,國際貿易科
222,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S8CD0E98B5,甄選入學,甄選一般生,商管群,408,台中市私立嶺東高中,國際貿易科
223,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD4A277A51,甄選入學,甄選一般生,商管群,557,南投縣國立竹山高中,商業經營科
224,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S1C4C497AE,甄選入學,甄選一般生,商管群,435,台中市私立嶺東高中,國際貿易科
225,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD7E49E29A,甄選入學,甄選一般生,商管群,304,新竹縣私立忠信高中,綜合高中部
226,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S6A509A37A,甄選入學,甄選一般生,商管群,305,新竹縣私立忠信高中,綜合高中部
227,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S74C2F351D,甄選入學,甄選一般生,商管群,338,桃園縣私立新興高中,國際貿易科
228,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S6D6395FD3,甄選入學,甄選一般生,商管群,802,高雄市私立復華高中,應用外語科
229,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S4DE5F68BA,甄選入學,甄選一般生,商管群,523,彰化縣國立員林家商,國際貿易科
230,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3E1F17A7B,甄選入學,甄選一般生,商管群,247,台北市私立金甌女中,應用外語科(日文)
231,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S6112CC9AB,甄選入學,甄選一般生,商管群,412,台中市私立新民高中,國際貿易科
232,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S1608F7967,甄選入學,甄選一般生,商管群,351,苗栗縣縣立興華中學,商業經營科
233,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3F6433CEB,甄選入學,甄選一般生,商管群,436,台中市私立新民高中,國際貿易科
234,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S30F490797,甄選入學,甄選一般生,商管群,428,台中市私立新民高中,國際貿易科
235,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S02D55AB72,甄選入學,甄選一般生,商管群,406,台中市私立新民高中,商業經營科
236,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S5AEC77825,甄選入學,甄選一般生,商管群,404,台中市私立新民高中,商業經營科
237,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA1F9CE897,甄選入學,甄選一般生,商管群,330,桃園縣私立育達高中,商業經營科
238,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3A395934F,甄選入學,甄選一般生,商管群,807,高雄縣國立鳳山商工,會計事務科
239,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S41BBCE949,甄選入學,甄選一般生,商管群,880,高雄市私立三信家商,商業經營科
240,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S602FD220D,甄選入學,甄選一般生,外語群英語類,709,台南市私立長榮高中,應用外語科(英文)
241,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S61BA267FA,甄選入學,甄選一般生,外語群英語類,500,彰化縣國立彰化高商,應用外語科(英文)
242,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SE5F0CB19F,甄選入學,甄選一般生,外語群英語類,522,彰化縣國立彰化高商,應用外語科(英文)
243,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S188E803AF,甄選入學,甄選一般生,外語群英語類,406,台中市私立新民高中,應用外語科(英文)
244,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S421627A54,甄選入學,甄選一般生,外語群英語類,540,南投縣國立南投高中,應用外語科(英文)
245,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S2872230A5,甄選入學,甄選一般生,外語群英語類,401,台中市私立新民高中,應用外語科(英文)
246,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S5888C4462,甄選入學,離島地區,商管群,880,澎湖縣國立馬公高中,商業經營科
247,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S047F131BF,聯合登記分發,聯登一般生,商管群,114,基隆市國立基隆商工,國際貿易科
248,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S22DDCC76B,聯合登記分發,聯登一般生,商管群,330,台北縣鶯歌工商,資料處理科
249,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SFEDFDA60A,聯合登記分發,聯登一般生,商管群,320,桃園縣私立新興高中,商業經營科
250,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S6E3EB10D3,聯合登記分發,聯登一般生,商管群,320,桃園縣私立新興高中,國際貿易科
251,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SFCEA6C284,聯合登記分發,聯登一般生,商管群,338,桃園縣私立新興高中,商業經營科
252,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S58769DE1A,聯合登記分發,聯登一般生,商管群,325,桃園縣私立治平高中,電子商務(處理)科
253,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S2717D9D8B,聯合登記分發,聯登一般生,商管群,303,新竹縣私立忠信高中,綜合高中部
254,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0385E7BA5,聯合登記分發,聯登一般生,商管群,402,台中市明德高級中學,資料處理科
255,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S63671AF0A,聯合登記分發,聯登一般生,商管群,358,台中市國立台中家商,資料處理科
256,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S75892D249,聯合登記分發,聯登一般生,商管群,428,台中市私立新民高中,國際貿易科
257,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0A3FD46C2,聯合登記分發,聯登一般生,商管群,806,高雄市市立高雄高商,商業經營科
258,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3E4668E57,聯合登記分發,聯登一般生,商管群,830,高雄縣國立鳳山商工,國際貿易科
259,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SBA1F3C2BD,聯合登記分發,聯登一般生,商管群,928,屏東縣私立屏榮高級中學,資料處理科
260,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0AE7E8F01,聯合登記分發,聯登一般生,商管群,973,花蓮縣國立花蓮高商,會計事務科
261,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SADA98BD1A,聯合登記分發,聯登一般生,外語群英語類,243,台北縣國立三重商工,應用外語科(英文)
262,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S89C26DE3C,聯合登記分發,聯登一般生,外語群英語類,241,台北縣國立三重商工,應用外語科(英文)
263,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7C321E78F,聯合登記分發,聯登一般生,外語群英語類,320,桃園縣私立啟英高中,應用外語科(英文)
264,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD20AEB28A,聯合登記分發,聯登一般生,外語群英語類,412,台中市國立台中家商,應用外語科
265,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S1460E957B,聯合登記分發,聯登一般生,外語群英語類,511,彰化縣國立溪湖高中,綜合高中部
266,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SC73F2F8F1,繁星推甄,繁星生,商管群,806,高雄市私立復華高中,資料處理科
267,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4B2F84A2F,繁星推甄,繁星生,商管群,334,桃園縣私立成功工商,流通管理科
268,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD6177CFB8,技優甄審,技優生,電子類,433,台中市私立宜寧高中,電子商務(處理)科
269,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SEA5EB4F1D,技優甄審,技優生,商業類,806,高雄市市立高雄高商,資料處理科
270,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7AA1B074C,技優甄審,技優生,商業類,338,桃園縣私立新興高中,應用外語科(英文)
271,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S057F4B1D1,技優甄審,技優生,商業類,320,桃園縣私立新興高中,資料處理科
272,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7DB7E0F99,甄選入學,甄選一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
273,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S0ADC4E9D0,甄選入學,甄選一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
274,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SA812ED0A6,甄選入學,甄選一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
275,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S11E7B9597,甄選入學,甄選一般生,電機與電子群資電類,238,台北縣私立中華高中,資訊科
276,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SB9A34E080,甄選入學,甄選一般生,電機與電子群資電類,302,新竹縣私立義民高中,資訊科
277,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD7B341133,甄選入學,甄選一般生,電機與電子群資電類,429,台中市私立嶺東高中,電子科
278,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S52C9B4F7F,甄選入學,甄選一般生,電機與電子群資電類,822,高雄縣國立岡山農工,資訊科
279,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S5CE532AB2,甄選入學,甄選一般生,電機與電子群資電類,303,新竹縣私立義民高中,資訊科
280,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SACDAE769E,甄選入學,甄選一般生,電機與電子群資電類,527,彰化縣國立二林工商,綜合高中部
281,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S525BD5E4F,甄選入學,甄選一般生,電機與電子群資電類,745,臺南縣國立台南高工,電機科
282,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S47778C011,甄選入學,甄選一般生,商管群,220,台北縣私立中華高中,資料處理科
283,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S6701D235E,甄選入學,甄選一般生,商管群,709,臺南縣國立曾文家商,資料處理科
284,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SB4A04688E,甄選入學,甄選一般生,商管群,300,新竹縣私立義民高中,資料處理科
285,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S9E73DA912,甄選入學,甄選一般生,商管群,303,新竹縣私立義民高中,資料處理科
286,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SE1EAD9BE0,甄選入學,甄選一般生,商管群,351,苗栗縣縣立興華中學,資料處理科
287,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S5121825DD,甄選入學,甄選一般生,商管群,303,新竹縣私立忠信高中,綜合高中部
288,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD47ADAC41,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,資料處理科
289,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S1356A07DE,甄選入學,甄選一般生,商管群,807,高雄市市立海青工商,資料處理科
290,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4DBCADC73,甄選入學,甄選一般生,商管群,320,桃園縣國立中壢高商,資料處理科
291,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S0783E9478,甄選入學,甄選一般生,商管群,722,臺南縣國立曾文家商,商業經營科
292,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S25AB4C7D6,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,商業經營科
293,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S874887AD5,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,商業經營科
294,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SA9F3392EF,甄選入學,甄選一般生,商管群,514,彰化縣國立二林工商,資料處理科
295,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S0133BDB56,甄選入學,甄選一般生,外語群英語類,242,台北縣國立三重商工,應用外語科(英文)
296,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S3E22F8767,甄選入學,甄選一般生,外語群英語類,241,台北縣國立三重商工,應用外語科(英文)
297,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7C2267310,甄選入學,甄選一般生,外語群英語類,320,桃園縣私立新興高中,應用外語科(英文)
298,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S991C7EFDD,甄選入學,甄選一般生,外語群英語類,103,台北市市立士林高商,應用外語科
299,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S0BBAD50DC,甄選入學,離島地區,商管群,880,澎湖縣國立馬公高中,商業經營科
300,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S83665E595,甄選入學,離島地區,商管群,880,澎湖縣國立馬公高中,商業經營科
301,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S85B4066AF,聯合登記分發,聯登一般生,電機與電子群資電類,241,台北市私立開南商工,資訊科
302,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S599D81197,聯合登記分發,聯登一般生,電機與電子群資電類,239,台北縣鶯歌工商,資訊科
303,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S5B2F8F79D,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立新興高中,電子科
304,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S05520E148,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立新興高中,電子科
305,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SADCC2945D,聯合登記分發,聯登一般生,電機與電子群資電類,435,台中市私立嶺東高中,資訊科
306,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4E56D0682,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立海青工商,電子科
307,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S51FA683CA,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,資訊科
308,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SA6E789844,聯合登記分發,聯登一般生,電機與電子群資電類,815,高雄市市立高雄高工,資訊科
309,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S998CE85AF,聯合登記分發,聯登一般生,電機與電子群資電類,269,宜蘭縣國立羅東高工,電子科
310,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系二甲,SB80B4FB18,聯合登記分發,聯登一般生,商管群,207,基隆市私立聖心高中,餐飲管理科
311,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S61DFC4255,聯合登記分發,聯登一般生,商管群,337,桃園縣私立新興高中,國際貿易科
