序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
155,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S02C592CE5,甄選入學,甄選一般生,農業群,350,苗栗縣國立苗栗農工,森林科
156,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7E4335796,甄選入學,甄選一般生,農業群,356,苗栗縣國立苗栗農工,森林科
157,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SA43030EE1,甄選入學,甄選一般生,農業群,350,苗栗縣國立苗栗農工,森林科
158,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6B294EBEF,甄選入學,甄選一般生,農業群,369,苗栗縣國立苗栗農工,農場經營科
159,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC442C6994,甄選入學,甄選一般生,農業群,412,台中市國立台中高農,森林科
160,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB4D7AFCBA,甄選入學,甄選一般生,農業群,433,台中縣縣立新社中學,園藝科
161,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S0A1C02B7A,運動績優單招,一般生,,268,宜蘭縣國立羅東高中,普通科
162,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SCEA7338A6,運動績優單招,一般生,,932,屏東縣私立美和高中,電機科
163,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9D8AA05D6,聯合登記分發,聯登一般生,農業群,320,桃園縣國立桃園農工,造園技術科
164,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S7F42E7635,聯合登記分發,聯登一般生,農業群,328,桃園縣國立桃園農工,畜產保健科
165,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB4D683B0F,聯合登記分發,聯登一般生,農業群,325,桃園縣國立桃園農工,造園技術科
166,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S199B5E823,聯合登記分發,聯登一般生,農業群,324,桃園縣國立龍潭高級中學,畜產保健科
167,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S66C3EE899,聯合登記分發,聯登一般生,農業群,540,台中市國立台中高農,農場經營科
168,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SE77335FC1,聯合登記分發,聯登一般生,農業群,545,南投縣國立暨南國際大學附屬高級中學,綜合高中部
169,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S61EBD1125,聯合登記分發,聯登一般生,農業群,406,南投縣國立南投高中,電腦機械製圖科
170,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S9B20721C6,聯合登記分發,聯登一般生,農業群,500,彰化縣國立員林農工,農場經營科
171,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SB5489D2ED,聯合登記分發,聯登一般生,農業群,511,彰化縣國立員林農工,畜產保健科
172,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SF2E8F000E,聯合登記分發,聯登一般生,水產群,545,南投縣國立埔里高工,建築科
173,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S137601478,聯合登記分發,聯登一般生,水產群,702,台南市國立台南海事,水產養殖技術科
174,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S6A11234E1,聯合登記分發,聯登一般生,水產群,911,屏東縣國立屏東高工,土木科
175,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S84DAB6583,聯合登記分發,聯登一般生,水產群,268,宜蘭縣國立蘇澳海事,水產養殖科
176,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,SC980D8919,聯合登記分發,聯登一般生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
177,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,S605835AE0,海外聯招,港澳生,,,香港張煊昌中學,普通科
178,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SBE7162919,特殊選才,特選-技職生,不分類別,262,宜蘭縣國立蘇澳海事,航運管理科
179,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S231CA7F04,繁星推甄,繁星生,海事群,546,台北縣私立中華商海,航海科
180,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S8A445EB48,技優甄審,技優生,商管群,820,嘉義市私立東吳工家,觀光事業科
181,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S25B6FB8C7,技優甄審,技優生,商管群,831,高雄市私立三信家商,商業經營科
182,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S888CD4EAF,技優甄審,技優生,商管群,330,桃園縣私立育達高中,資料處理科
183,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7F992D618,技優甄審,技優生,商管群,880,高雄市私立樹德家商,應用外語科(英文)
184,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S59A466CF1,甄選入學,甄選一般生,商管群,320,桃園縣私立治平高中,應用外語科(英文)
185,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S57C1BD9AE,甄選入學,甄選一般生,商管群,807,高雄縣國立鳳山商工,國際貿易科
186,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA8CE3B3D5,甄選入學,甄選一般生,商管群,831,高雄縣國立鳳山商工,國際貿易科
187,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0146DC9FF,甄選入學,甄選一般生,商管群,200,基隆市私立二信高中,應用外語科(英文)
188,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S76CC1116E,甄選入學,甄選一般生,商管群,201,基隆市私立二信高中,應用外語科(英文)
189,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3FF125029,甄選入學,甄選一般生,商管群,606,嘉義市私立興華高中,資料處理科
190,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SC6E53AFAE,甄選入學,甄選一般生,商管群,320,桃園縣私立新興高中,資料處理科
191,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S2D1AC02CA,甄選入學,甄選一般生,商管群,351,苗栗縣縣立興華中學,商業經營科
192,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S57FEE8CCE,甄選入學,甄選一般生,商管群,830,高雄市私立復華高中,應用外語科
193,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SF1ED7332A,甄選入學,甄選一般生,商管群,252,台北縣國立淡水商工,資料處理科
194,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0DFD36FFC,甄選入學,甄選一般生,商管群,303,新竹縣私立忠信高中,綜合高中部
195,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S19E07A8D2,甄選入學,甄選一般生,商管群,330,桃園縣私立振聲高中,電子商務(處理)科
196,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3D3BB9F14,甄選入學,甄選一般生,商管群,103,台北縣國立三重商工,國際貿易科
197,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S96D9CA650,甄選入學,甄選一般生,商管群,702,台南市國立台南海事,商業經營科
198,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD18C01EAD,甄選入學,甄選一般生,商管群,822,台南市私立長榮高中,國際貿易科
199,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S556AF6419,甄選入學,甄選一般生,商管群,630,雲林縣國立土庫商工,會計事務科
200,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7C6DA637F,甄選入學,甄選一般生,外語群英語類,200,台北縣國立瑞芳高工,應用外語科(英文)
201,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA7E9AE314,甄選入學,甄選一般生,外語群英語類,201,基隆市私立二信高中,應用外語科(英文)
202,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD4A1A35FA,甄選入學,甄選一般生,外語群英語類,204,基隆市私立二信高中,應用外語科(英文)
203,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7D1FA00A4,甄選入學,甄選一般生,外語群英語類,228,基隆市私立二信高中,應用外語科(英文)
204,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S205E41E78,甄選入學,甄選一般生,外語群英語類,640,雲林縣國立斗六家商,應用外語科
205,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S875601813,甄選入學,甄選一般生,外語群英語類,320,桃園縣私立新興高中,應用外語科(英文)
206,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S4AE263B1D,甄選入學,離島地區,商管群,885,澎湖縣國立馬公高中,資料處理科
207,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SF04D14F97,聯合登記分發,聯登一般生,商管群,112,台北縣國立淡水商工,會計事務科
208,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SF5295FA64,聯合登記分發,聯登一般生,商管群,330,桃園縣私立新興高中,國際貿易科
209,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S450CBA17D,聯合登記分發,聯登一般生,商管群,337,桃園縣私立新興高中,商業經營科
210,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SB1A87246F,聯合登記分發,聯登一般生,商管群,408,台中市私立嶺東高中,國際貿易科
211,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S27BE7A0BE,聯合登記分發,聯登一般生,商管群,423,台中縣縣立新社中學,資料處理科
212,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S4FE808B67,聯合登記分發,聯登一般生,商管群,414,台中縣私立明道高中,資料處理科
213,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA63BD2D97,聯合登記分發,聯登一般生,商管群,432,台中縣國立豐原高商,商業經營科
214,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0A6D8117D,聯合登記分發,聯登一般生,商管群,542,南投縣國立南投高商,國際貿易科
215,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SD1256918B,聯合登記分發,聯登一般生,商管群,510,彰化縣國立彰化高商,商業經營科
216,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SF74DFEF38,聯合登記分發,聯登一般生,商管群,502,彰化縣國立彰化高商,國際貿易科
217,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S9306A2553,聯合登記分發,聯登一般生,商管群,643,雲林縣國立斗六家商,國際貿易科
218,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S4A45A8A1B,聯合登記分發,聯登一般生,商管群,614,嘉義市國立華南高商,商業經營科
219,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S84B04B8A0,聯合登記分發,聯登一般生,商管群,804,高雄市市立海青工商,會計事務科
220,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S7BEDF4221,聯合登記分發,聯登一般生,商管群,804,高雄市市立高雄高商,會計事務科
221,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA25AE788A,聯合登記分發,聯登一般生,商管群,831,高雄縣國立鳳山商工,商業經營科
222,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SEF4588E73,聯合登記分發,聯登一般生,外語群英語類,108,台北市私立靜修高級中學,應用外語科(英文)
223,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S5BCCCAF84,聯合登記分發,聯登一般生,外語群英語類,600,嘉義市國立華南高商,應用外語科(英文)
224,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S24BB82844,聯合登記分發,聯登一般生,外語群英語類,604,嘉義市私立興華高中,應用外語科(英文)
225,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S3D9E32C8C,聯合登記分發,聯登一般生,外語群英語類,625,臺南縣國立新營高中,應用外語科(英文)
226,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S09E0BB939,聯合登記分發,聯登一般生,外語群英語類,807,高雄市私立三信家商,應用外語科(英文)
227,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S01557D27F,繁星推甄,繁星生,商管群,231,台北縣私立竹林高中,資料處理科
228,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S690130607,技優甄審,技優生,商管群,235,台北縣私立竹林高中,資料處理科
229,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4B4AD4505,技優甄審,技優生,商管群,500,彰化縣國立二林工商,資料處理科
230,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S12B64AD6B,技優甄審,技優生,電子類,880,澎湖縣國立澎湖海事高職,資訊科
231,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD344E1FD3,甄選入學,甄選一般生,電機與電子群資電類,326,桃園縣私立治平高中,資訊科
232,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S67D2FD15B,甄選入學,甄選一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
233,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD1E732115,甄選入學,甄選一般生,電機與電子群資電類,830,高雄縣私立中山工商,資訊科
234,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S897E5A1EA,甄選入學,甄選一般生,電機與電子群資電類,338,桃園縣國立楊梅高中,資訊科
235,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S8F4D1B5F1,甄選入學,甄選一般生,電機與電子群資電類,407,台中縣私立僑泰高中,電子科
236,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SED6E83E84,甄選入學,甄選一般生,電機與電子群資電類,710,台南市私立長榮高中,資訊科
237,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S1BE0EAD0E,甄選入學,甄選一般生,電機與電子群資電類,325,桃園縣私立育達高中,資訊科
238,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD83F7B099,甄選入學,甄選一般生,電機與電子群資電類,401,台中市私立嶺東高中,電子科
239,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S3BFE26175,甄選入學,甄選一般生,電機與電子群資電類,411,台中市私立光華高工,資訊科
240,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S77676D59A,甄選入學,甄選一般生,商管群,320,桃園縣私立育達高中,資料處理科
241,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S3C41776CF,甄選入學,甄選一般生,商管群,407,台中縣國立沙鹿高工,資料處理科
242,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SFB86F8C06,甄選入學,甄選一般生,商管群,300,新竹市私立磐石高中,資料處理科
243,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S60A57DC00,甄選入學,甄選一般生,商管群,600,嘉義市國立華南高商,商業經營科
244,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD0DC69C08,甄選入學,甄選一般生,商管群,435,台中縣國立沙鹿高工,資料處理科
245,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7AA3ED7DA,甄選入學,甄選一般生,商管群,248,台北縣國立三重商工,國際貿易科
246,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S52E3D95AD,甄選入學,甄選一般生,外語群英語類,540,南投縣國立南投高中,應用外語科(英文)
247,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S9DF74B0D5,甄選入學,甄選一般生,外語群英語類,204,基隆市私立二信高中,應用外語科(英文)
248,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S550FADE9E,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
249,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4E5A0515B,甄選入學,離島地區,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,資訊科
250,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SEAF0BDA29,甄選入學,離島地區,商管群,880,澎湖縣國立馬公高中,資料處理科
251,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SB3747A0B1,甄選入學,離島地區,商管群,880,澎湖縣國立馬公高中,資料處理科
252,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S1E3A9BAF7,聯合登記分發,聯登一般生,電機與電子群資電類,205,台北市市立內湖高工,資訊科
253,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SFADD1356A,聯合登記分發,聯登一般生,電機與電子群資電類,108,台北市市立松山工農,資訊科
254,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7558FD039,聯合登記分發,聯登一般生,電機與電子群資電類,103,台北市市立南港高工,電子科
255,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD2D265A3D,聯合登記分發,聯登一般生,電機與電子群資電類,306,桃園縣私立治平高中,資訊科
256,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S9AD8113FA,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣國立楊梅高中,資訊科
257,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S6DB66643E,聯合登記分發,聯登一般生,商管群,103,台北市市立士林高商,國際貿易科
258,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S54A064081,聯合登記分發,聯登一般生,商管群,251,台北市幼華高級中學,電子商務(處理)科
259,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S58C1E3269,聯合登記分發,聯登一般生,商管群,247,台北縣國立三重商工,資料處理科
260,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SE77144748,聯合登記分發,聯登一般生,商管群,241,台北市市立士林高商,資料處理科
261,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S2F4098C6A,聯合登記分發,聯登一般生,商管群,330,桃園縣私立新興高中,電子商務(處理)科
262,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7A873F5A3,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,商業經營科
263,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S175EE5A61,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,國際貿易科
264,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SBCD91154C,聯合登記分發,聯登一般生,商管群,366,苗栗縣國立苗栗高商,會計事務科
265,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S988FF2E04,聯合登記分發,聯登一般生,商管群,420,台中縣國立豐原高商,應用外語科(英文)
266,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SE921996DE,聯合登記分發,聯登一般生,商管群,428,台中市私立宜寧高中,資料處理科
267,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S93B7FE523,聯合登記分發,聯登一般生,商管群,407,台中縣國立沙鹿高工,資料處理科
268,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SC0DBF9F76,聯合登記分發,聯登一般生,商管群,420,台中市明德高級中學,商業經營科
269,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SFD0A903A6,聯合登記分發,聯登一般生,商管群,557,南投縣國立竹山高中,資料處理科
270,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SBB8C77983,聯合登記分發,聯登一般生,商管群,504,彰化縣國立彰化高商,商業經營科
271,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SABADA7CB7,聯合登記分發,聯登一般生,商管群,504,彰化縣國立鹿港高中,國際貿易科
272,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SAA6B06EB6,聯合登記分發,聯登一般生,商管群,505,彰化縣國立二林工商,資料處理科
273,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S362C6C89D,聯合登記分發,聯登一般生,商管群,636,雲林縣國立北港高中,商業經營科
274,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S984D6F87F,聯合登記分發,聯登一般生,商管群,633,雲林縣國立土庫商工,資料處理科
275,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SFF81B0D10,聯合登記分發,聯登一般生,商管群,651,嘉義市國立嘉義高商,商業經營科
276,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SB93D5E5F4,聯合登記分發,聯登一般生,商管群,623,嘉義市國立華南高商,國際貿易科
277,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SED15A352E,聯合登記分發,聯登一般生,商管群,708,台南市國立台南高商,商業經營科
278,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SB49CE8D64,聯合登記分發,聯登一般生,商管群,830,高雄縣國立鳳山商工,國際貿易科
279,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SC5DFD6BC2,聯合登記分發,聯登一般生,商管群,270,宜蘭縣國立羅東高商,資料處理科
280,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S7A277070D,繁星推甄,繁星生,餐旅群,551,南投縣國立仁愛高農,觀光事業科
281,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S05975F2D1,繁星推甄,繁星生,餐旅群,830,高雄縣私立高苑工商,綜合高中部
282,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SB5AAC5E9C,甄選入學,甄選一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
283,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S0772D05EC,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,觀光事業科
284,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SD78BFEFA6,甄選入學,甄選一般生,餐旅群,401,台中縣私立僑泰高中,觀光事業科
285,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S81359F671,甄選入學,甄選一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
286,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S3744FD42C,甄選入學,甄選一般生,餐旅群,335,桃園縣私立永平工商,觀光事業科
287,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S58FFC24F3,甄選入學,甄選一般生,餐旅群,402,台中市明德高級中學,觀光事業科
288,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SEF36D4D0C,甄選入學,甄選一般生,餐旅群,414,台中縣私立明道高中,觀光事業科
289,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SF32B99F6A,甄選入學,甄選一般生,餐旅群,406,台中縣私立明道高中,觀光事業科
290,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S9D0306407,甄選入學,甄選一般生,餐旅群,406,台中市私立新民高中,觀光事業科
291,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S1EA3AB0D7,甄選入學,甄選一般生,餐旅群,407,台中市私立新民高中,觀光事業科
292,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SFD395B72C,甄選入學,甄選一般生,商管群,116,台北市私立景文高中,商業經營科
293,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SBFB712318,甄選入學,甄選一般生,商管群,557,南投縣國立竹山高中,國際貿易科
294,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S47DE92721,甄選入學,甄選一般生,商管群,326,桃園縣國立中壢家商,商業經營科
295,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SECE8926C2,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
296,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SD686BF978,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
297,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SAFEEFCF89,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
298,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SD82B8C8D5,運動績優單招,一般生,,557,南投縣國立水里商工,普通科
299,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SAC042E800,運動績優單招,一般生,,248,台北縣國立瑞芳高工,體育班
300,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SE9C7D1BDC,運動績優單招,一般生,,434,台中市立龍津高級中等學校,普通科
301,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SF27C398E0,聯合登記分發,聯登一般生,商管群,114,台北市市立士林高商,資料處理科
302,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S929D05A73,聯合登記分發,聯登一般生,商管群,110,台北市市立松山家商,資料處理科
303,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S434C3F3C5,聯合登記分發,聯登一般生,商管群,104,台北市市立松山家商,商業經營科
304,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S5C3F7C292,聯合登記分發,聯登一般生,商管群,338,桃園縣私立新興高中,國際貿易科
305,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SEEFB0B0CB,聯合登記分發,聯登一般生,商管群,334,桃園縣私立振聲高中,應用外語科(英文)
306,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S4F0D62A39,聯合登記分發,聯登一般生,商管群,324,桃園縣國立中壢高商,商業經營科
307,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S270CDAE7B,聯合登記分發,聯登一般生,商管群,350,新竹市國立新竹高商,國際貿易科
308,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SB554195D3,聯合登記分發,聯登一般生,農業群,307,新竹縣私立東泰高中,資料處理科
309,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S8B8999569,聯合登記分發,聯登一般生,農業群,510,彰化縣國立員林農工,園藝科
310,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S045BE9710,聯合登記分發,聯登一般生,餐旅群,334,桃園縣私立新興高中,觀光事業科
